,White_Name,White_Age,White_Rating,White_Title,Black_Name,Black_Age,Black_Rating,Black_Title,Result_White,White_Age_Squared,White_Rating_Squared,White_Age_Rating_CP,Black_Age_Squared,Black_Rating_Squared,Black_Age_Rating_CP
655,"Sargsyan,Shant",3.5,7.425,GM,"Terry,Renato",5.166666667,6.425,IM,1,12.25,55.130625,25.9875,26.69444444,41.280625,33.19583333
656,"Predke,Alexandr",4.833333333,7.383333333,GM,"Ruck,Robert",7.666666667,6.416666667,GM,1,23.36111111,54.51361111,35.68611111,58.77777778,41.17361111,49.19444444
657,"Averin,Nikolay",2.166666667,5.641666667,FM,"Sadhwani,Raunak",3,7.383333333,GM,0,4.694444444,31.82840278,12.22361111,9,54.51361111,22.15
658,"Gokerkan,CemKaan",3.833333333,5.541666667,GM,"Aravindh,ChithambaramVr.",4,7.275,GM,1,14.69444444,30.71006944,21.24305556,16,52.925625,29.1
659,"Tari,Aryan",4,7,GM,"Grebnev,Aleksey",2.833333333,6.341666667,IM,1,16,49,28,8.027777778,40.21673611,17.96805556
660,"Kobalia,Mikhail",7.5,6.991666667,GM,"Galchenko,Matvey",3.833333333,5.966666667,IM,0.5,56.25,48.88340278,52.4375,14.69444444,35.60111111,22.87222222
661,"Sattarov,Bobir",4.666666667,5.275,IM,"Tsydypov,Zhamsaran",4.5,6.941666667,GM,0.5,21.77777778,27.825625,24.61666667,20.25,48.18673611,31.2375
662,"Kovalev,Vladislav",4.833333333,6.933333333,GM,"Sapenov,Daniyal",2.5,4.875,FM,0,23.36111111,48.07111111,33.51111111,6.25,23.765625,12.1875
663,"Gurel,Ediz",2.5,5.108333333,IM,"Adhiban,B.",5.166666667,6.9,GM,1,6.25,26.09506944,12.77083333,26.69444444,47.61,35.65
664,"Bocharov,Dmitry",6.833333333,6.791666667,GM,"Ansat,Aldiyar",2.5,5.208333333,IM,1,46.69444444,46.12673611,46.40972222,6.25,27.12673611,13.02083333
665,"Begmuratov,Khumoyun",2.166666667,4.125,FM,"Petrov,Nikita",4.5,6.741666667,GM,0,4.694444444,17.015625,8.9375,20.25,45.45006944,30.3375
666,"Amangeldy,Ernur",2.5,2.6,Untitled,"Khismatullin,Denis",6.5,6.725,GM,1,6.25,6.76,6.5,42.25,45.225625,43.7125
667,"Asadli,Vugar",3.666666667,6.658333333,GM,"Shogdzhiev,Roman",1.333333333,2.85,Untitled,1,13.44444444,44.33340278,24.41388889,1.777777778,8.1225,3.8
668,"Suleymenov,Alisher",3.833333333,6.216666667,GM,"Jobava,Baadur",6.666666667,8.091666667,GM,1,14.69444444,38.64694444,23.83055556,44.44444444,65.47506944,53.94444444
669,"Gharibyan,Mamikon",3.166666667,6.058333333,GM,"Martirosyan,HaikM.",3.833333333,7.783333333,GM,0,10.02777778,36.70340278,19.18472222,14.69444444,60.58027778,29.83611111
670,"Madaminov,Mukhiddin",2.833333333,5.958333333,IM,"Rakhmanov,Aleksandr",5.666666667,7.641666667,GM,1,8.027777778,35.50173611,16.88194444,32.11111111,58.39506944,43.30277778
671,"Niemann,HansMoke",3.333333333,7.55,GM,"Mitrabha,Guha",3.666666667,6.133333333,GM,1,11.11111111,57.0025,25.16666667,13.44444444,37.61777778,22.48888889
672,"Nasuta,Grzegorz",4.5,5.85,GM,"Xiu,Deshun",5.666666667,7.325,GM,1,20.25,34.2225,26.325,32.11111111,53.655625,41.50833333
673,"Agmanov,Zhandos",3.833333333,5.691666667,IM,"Dreev,Aleksey",9,7.141666667,GM,0,14.69444444,32.39506944,21.81805556,81,51.00340278,64.275
674,"Suyarov,Mukhammadzokhid",2.333333333,5,FM,"Hong,Andrew",3.166666667,6.991666667,GM,1,5.444444444,25,11.66666667,10.02777778,48.88340278,22.14027778
675,"Urazayev,Arystanbek",4.166666667,6.95,IM,"Karthik,Venkataraman",4,6.05,GM,0,17.36111111,48.3025,28.95833333,16,36.6025,24.2
676,"Sanal,Vahap",4.166666667,6.883333333,GM,"Uskov,Artem",2.166666667,5.633333333,IM,0,17.36111111,47.38027778,28.68055556,4.694444444,31.73444444,12.20555556
677,"Tsaruk,Maksim",3,5.533333333,FM,"Piorun,Kacper",5.333333333,6.808333333,GM,1,9,30.61777778,16.6,28.44444444,46.35340278,36.31111111
678,"Zeng,Chongsheng",5,6.675,GM,"Abdisalimov,Abdimalik",3.5,5.25,GM,1,25,44.555625,33.375,12.25,27.5625,18.375
679,"Smirnov,Anton",3.666666667,6.55,GM,"Zverev,Lev",2.166666667,4.741666667,FM,1,13.44444444,42.9025,24.01666667,4.694444444,22.48340278,10.27361111
680,"Zilka,Stepan",5.833333333,6.45,GM,"Haldorsen,Benjamin",4,5.008333333,IM,0.5,34.02777778,41.6025,37.625,16,25.08340278,20.03333333
681,"Rakhmatullaev,Almas",2.833333333,4.591666667,IM,"Pranav,V",2.833333333,6.433333333,GM,0,8.027777778,21.08340278,13.00972222,8.027777778,41.38777778,18.22777778
682,"Kosakowski,Jakub",3.5,6.433333333,IM,"Chinguun,Sumiya",3,3.583333333,FM,1,12.25,41.38777778,22.51666667,9,12.84027778,10.75
683,"Zvjaginsev,Vadim",7.833333333,6.408333333,GM,"Sklokin,Sergey",1.666666667,2.05,Untitled,0.5,61.36111111,41.06673611,50.19861111,2.777777778,4.2025,3.416666667
684,"Abdurakhmonov,Mukhammadali",3.5,4.466666667,IM,"Muradli,Mahammad",3.333333333,6.258333333,GM,1,12.25,19.95111111,15.63333333,11.11111111,39.16673611,20.86111111
685,"Leiva,Gianmarco",4.666666667,5.425,IM,"Vescovi,Giovanni",7.5,7.575,GM,0,21.77777778,29.430625,25.31666667,56.25,57.380625,56.8125
686,"Pingin,Artem",2.5,5.783333333,IM,"VasquezSchroeder,Rodrigo",9,7.35,GM,0,6.25,33.44694444,14.45833333,81,54.0225,66.15
687,"Seemann,Jakub",2.5,5.25,IM,"Gorovets,Andrey",6,7.191666667,GM,1,6.25,27.5625,13.125,36,51.72006944,43.15
688,"O`gorman,Tom",3.5,4.991666667,FM,"Demchenko,Anton",6,6.983333333,GM,0.5,12.25,24.91673611,17.47083333,36,48.76694444,41.9
689,"Riazantsev,Alexander",6.333333333,6.7,GM,"Gaehwiler,Gabriel",4.833333333,5.7,IM,0.5,40.11111111,44.89,42.43333333,23.36111111,32.49,27.55
690,"Markov,Mikhail",5.666666667,4.716666667,IM,"Jumabayev,Rinat",5.666666667,6.666666667,GM,1,32.11111111,22.24694444,26.72777778,32.11111111,44.44444444,37.77777778
691,"Christiansen,Johan-Sebastian",4.166666667,6.616666667,GM,"Khusenkhojaev,Mustafokhuja",4.166666667,4.208333333,FM,0.5,17.36111111,43.78027778,27.56944444,17.36111111,17.71006944,17.53472222
692,"Akhmedov,David",2.166666667,3.325,Untitled,"VanForeest,Lucas",3.666666667,6.533333333,GM,1,4.694444444,11.055625,7.204166667,13.44444444,42.68444444,23.95555556
693,"Amar,Elham",3,6.458333333,IM,"Yonal,Timur",2.166666667,1.283333333,CM,1,9,41.71006944,19.375,4.694444444,1.646944444,2.780555556
694,"Kuandykuly,Danis",1.666666667,0.458333333,Untitled,"Harutyunyan,TigranK.",4.333333333,6.158333333,GM,1,2.777777778,0.210069444,0.763888889,18.77777778,37.92506944,26.68611111
695,"Zhalmakhanov,Ramazan",3.5,5.791666667,IM,"Omonov,Asrorjon",2.333333333,2.541666667,FM,1,12.25,33.54340278,20.27083333,5.444444444,6.460069444,5.930555556
696,"Ohanyan,Emin",2.833333333,5.016666667,IM,"Ivic,Velimir",3.5,6.741666667,GM,0,8.027777778,25.16694444,14.21388889,12.25,45.45006944,23.59583333
697,"GallegoAlcaraz,AndresFelipe",5.666666667,5.991666667,GM,"Orozbaev,Eldiar",2.833333333,4.95,FM,0,32.11111111,35.90006944,33.95277778,8.027777778,24.5025,14.025
698,"Kakabayev,Mergen",4.333333333,4.641666667,FM,"Drazic,Sinisa",9.333333333,5.933333333,GM,0.5,18.77777778,21.54506944,20.11388889,87.11111111,35.20444444,55.37777778
699,"Amilal,Munkhdalai",2.833333333,5.333333333,FM,"Turayev,Shahruh",4.833333333,4.033333333,Untitled,1,8.027777778,28.44444444,15.11111111,23.36111111,16.26777778,19.49444444
700,"Xie,Felix",2.5,3.866666667,FM,"Saydaliev,Saidakbar",3.666666667,5.133333333,IM,0,6.25,14.95111111,9.666666667,13.44444444,26.35111111,18.82222222
701,"Oro,Faustino",1.666666667,3.75,FM,"Mustafaev,Jamshid",5.333333333,5.108333333,Untitled,0.5,2.777777778,14.0625,6.25,28.44444444,26.09506944,27.24444444
702,"Tissir,Mohamed",7.833333333,5.483333333,IM,"Tregubenko,Nikolay",2.166666667,0.958333333,Untitled,1,61.36111111,30.06694444,42.95277778,4.694444444,0.918402778,2.076388889
703,"Bakhrillaev,Bakhrom",2.5,4.133333333,FM,"Fayzullaev,Akmal",5.333333333,4.941666667,IM,0,6.25,17.08444444,10.33333333,28.44444444,24.42006944,26.35555556
704,"Vakhidov,Daler",3.5,3.416666667,FM,"Garayev,Kanan",3.5,4.833333333,IM,0,12.25,11.67361111,11.95833333,12.25,23.36111111,16.91666667
705,"Wanyama,Harold",7,4.25,FM,"Ilkhomi,Jaloliddin",2.666666667,2.408333333,FM,1,49,18.0625,29.75,7.111111111,5.800069444,6.422222222
706,"RojasSalas,Steven",3.166666667,3.958333333,FM,"Bogdan,David",3.333333333,0.375,Untitled,1,10.02777778,15.66840278,12.53472222,11.11111111,0.140625,1.25
707,"Kasimov,Ali",3.333333333,3.45,FM,"Nafri,Khalil",6,4.525,CM,0.5,11.11111111,11.9025,11.5,36,20.475625,27.15
708,"Yu,Yangyi",4.833333333,8.325,GM,"Carlsen,Magnus",5.5,9.316666667,GM,0.5,23.36111111,69.305625,40.2375,30.25,86.80027778,51.24166667
709,"Erigaisi,Arjun",3.333333333,7.95,GM,"Fedoseev,Vladimir",4.666666667,8.466666667,GM,0,11.11111111,63.2025,26.5,21.77777778,71.68444444,39.51111111
710,"Murzin,Volodar",2.833333333,7.058333333,GM,"Dubov,Daniil",4.5,8.433333333,GM,0.5,8.027777778,49.82006944,19.99861111,20.25,71.12111111,37.95
711,"Radjabov,Teimour",6,8.258333333,GM,"Cheparinov,Ivan",6.166666667,7.65,GM,0.5,36,68.20006944,49.55,38.02777778,58.5225,47.175
712,"Matlakov,Maxim",5.333333333,7.633333333,GM,"Vachier-Lagrave,Maxime",5.5,8.891666667,GM,0.5,28.44444444,58.26777778,40.71111111,30.25,79.06173611,48.90416667
713,"Shevchenko,Kirill",3.5,7.658333333,GM,"Aronian,Levon",6.833333333,8.85,GM,0.5,12.25,58.65006944,26.80416667,46.69444444,78.3225,60.475
714,"Rapport,Richard",4.5,8.625,GM,"Xu,Xiangyu",4,7.483333333,GM,0.5,20.25,74.390625,38.8125,16,56.00027778,29.93333333
715,"Vidit,SantoshGujrathi",4.833333333,8.258333333,GM,"Paravyan,David",4.166666667,7.366666667,GM,1,23.36111111,68.20006944,39.91527778,17.36111111,54.26777778,30.69444444
716,"Grischuk,Alexander",6.666666667,8.15,GM,"Hovhannisyan,Robert",5.333333333,7.408333333,GM,0.5,44.44444444,66.4225,54.33333333,28.44444444,54.88340278,39.51111111
717,"Chigaev,Maksim",4.5,7.391666667,GM,"Nihal,Sarin",3.166666667,8.058333333,GM,0.5,20.25,54.63673611,33.2625,10.02777778,64.93673611,25.51805556
718,"Ponkratov,Pavel",5.833333333,7.333333333,GM,"VanForeest,Jorden",4,7.958333333,GM,0.5,34.02777778,53.77777778,42.77777778,16,63.33506944,31.83333333
719,"Keymer,Vincent",3.166666667,7.758333333,GM,"Holt,Conrad",5,7.066666667,GM,1,10.02777778,60.19173611,24.56805556,25,49.93777778,35.33333333
720,"Quparadze,Giga",6,7.158333333,GM,"Andreikin,Dmitry",5.5,7.741666667,GM,0.5,36,51.24173611,42.95,30.25,59.93340278,42.57916667
721,"Vakhidov,Jakhongir",4.666666667,6.891666667,GM,"AntonGuijarro,David",4.666666667,7.708333333,GM,0.5,21.77777778,47.49506944,32.16111111,21.77777778,59.41840278,35.97222222
722,"Idani,Pouya",4.666666667,6.8,GM,"Mamedov,Rauf",5.833333333,7.683333333,GM,1,21.77777778,46.24,31.73333333,34.02777778,59.03361111,44.81944444
723,"Praggnanandhaa,R",3,8.383333333,GM,"Bharath,SubramaniyamH",2.666666667,6.05,GM,0.5,9,70.28027778,25.15,7.111111111,36.6025,16.13333333
724,"Lysyj,Igor",6,7.058333333,GM,"Fressinet,Laurent",7,7.933333333,GM,0.5,36,49.82006944,42.35,49,62.93777778,55.53333333
725,"Brunello,Sabino",5.666666667,7.925,GM,"Dardha,Daniel",3,7.025,GM,1,32.11111111,62.805625,44.90833333,9,49.350625,21.075
726,"Maghsoodloo,Parham",3.833333333,7.866666667,GM,"Suleymanli,Aydin",3,6.808333333,GM,0.5,14.69444444,61.88444444,30.15555556,9,46.35340278,20.425
727,"Tomashevsky,Evgeny",6,7.85,GM,"Daneshvar,Bardiya",2.833333333,6.416666667,GM,0.5,36,61.6225,47.1,8.027777778,41.17361111,18.18055556
728,"Petrosian,TigranL.",6.5,7.533333333,GM,"Lazavik,Denis",2.833333333,6.741666667,GM,1,42.25,56.75111111,48.96666667,8.027777778,45.45006944,19.10138889
729,"Korobov,Anton",6.333333333,7.508333333,GM,"Nigmatov,Ortik",3.833333333,5.816666667,IM,1,40.11111111,56.37506944,47.55277778,14.69444444,33.83361111,22.29722222
730,"Gareyev,Timur",5.833333333,7.4,GM,"Grigoriants,Sergey",6.666666667,6.608333333,GM,0.5,34.02777778,54.76,43.16666667,44.44444444,43.67006944,44.05555556
731,"Makarian,Rudik",3.166666667,6.608333333,IM,"Pichot,Alan",4.166666667,7.291666667,GM,1,10.02777778,43.67006944,20.92638889,17.36111111,53.16840278,30.38194444
732,"Indjic,Aleksandar",4.666666667,7.1,GM,"Vetokhin,Savva",2.333333333,5.633333333,IM,0.5,21.77777778,50.41,33.13333333,5.444444444,31.73444444,13.14444444
733,"Duda,Jan-Krzysztof",4.166666667,8.933333333,GM,"Xue,Haowen",2.5,5.166666667,Untitled,0,17.36111111,79.80444444,37.22222222,6.25,26.69444444,12.91666667
734,"Nepomniachtchi,Ian",5.5,8.983333333,GM,"Sjugirov,Sanan",5,7.258333333,GM,1,30.25,80.70027778,49.40833333,25,52.68340278,36.29166667
735,"Caruana,Fabiano",5.166666667,8.85,GM,"Savchenko,Boris",6.166666667,7.166666667,GM,1,26.69444444,78.3225,45.725,38.02777778,51.36111111,44.19444444
736,"Petrosyan,Manuel",4.166666667,7.175,GM,"Svidler,Peter",7.833333333,8.641666667,GM,0,17.36111111,51.480625,29.89583333,61.36111111,74.67840278,67.69305556
737,"Bai,Jinshi",4,7,GM,"Abdusattorov,Nodirbek",3.166666667,8.558333333,GM,0,16,49,28,10.02777778,73.24506944,27.10138889
738,"Artemiev,Vladislav",4.166666667,8.508333333,GM,"Tari,Aryan",4,7,GM,1,17.36111111,72.39173611,35.45138889,16,49,28
739,"Giri,Anish",4.833333333,8.316666667,GM,"Bocharov,Dmitry",6.833333333,6.791666667,GM,1,23.36111111,69.16694444,40.19722222,46.69444444,46.12673611,46.40972222
740,"Pantsulaia,Levan",6.166666667,6.983333333,GM,"Esipenko,Andrey",3.5,8.141666667,GM,0,38.02777778,48.76694444,43.06388889,12.25,66.28673611,28.49583333
741,"Gukesh,D",2.833333333,7.966666667,GM,"Bryakin,Mikhail",4.333333333,6.733333333,GM,1,8.027777778,63.46777778,22.57222222,18.77777778,45.33777778,29.17777778
742,"Vokhidov,Shamsiddin",3.5,6.891666667,GM,"Sarana,Alexey",3.833333333,7.908333333,GM,1,12.25,47.49506944,24.12083333,14.69444444,62.54173611,30.31527778
743,"Nesterov,Arseniy",3.333333333,6.95,GM,"IturrizagaBonelli,Eduardo",5.666666667,7.791666667,GM,1,11.11111111,48.3025,23.16666667,32.11111111,60.71006944,44.15277778
744,"Sindarov,Javokhir",3,7.708333333,GM,"Asadli,Vugar",3.666666667,6.658333333,GM,1,9,59.41840278,23.125,13.44444444,44.33340278,24.41388889
745,"Petrov,Nikita",4.5,6.741666667,GM,"Chanda,Sandipan",6.666666667,7.516666667,GM,0.5,20.25,45.45006944,30.3375,44.44444444,56.50027778,50.11111111
746,"Nogerbek,Kazybek",3.166666667,6.216666667,IM,"Shimanov,Aleksandr",5.166666667,7.491666667,GM,0,10.02777778,38.64694444,19.68611111,26.69444444,56.12506944,38.70694444
747,"Aditya,Mittal",2.833333333,5.675,GM,"Sargsyan,Shant",3.5,7.425,GM,1,8.027777778,32.205625,16.07916667,12.25,55.130625,25.9875
748,"Narayanan,SL",4.166666667,7.383333333,GM,"Makhnev,Denis",3.833333333,6.7,GM,1,17.36111111,54.51361111,30.76388889,14.69444444,44.89,25.68333333
749,"Gokerkan,CemKaan",3.833333333,5.541666667,GM,"Predke,Alexandr",4.833333333,7.383333333,GM,0,14.69444444,30.71006944,21.24305556,23.36111111,54.51361111,35.68611111
750,"Sadhwani,Raunak",3,7.383333333,GM,"Amangeldy,Ernur",2.5,2.6,Untitled,0.5,9,54.51361111,22.15,6.25,6.76,6.5
751,"Sapenov,Daniyal",2.5,4.875,FM,"Najer,Evgeniy",7.666666667,7.325,GM,0.5,6.25,23.765625,12.1875,58.77777778,53.655625,56.15833333
752,"Mamedyarov,Shakhriyar",6.333333333,8.458333333,GM,"Gurel,Ediz",2.5,5.108333333,IM,0.5,40.11111111,71.54340278,53.56944444,6.25,26.09506944,12.77083333
753,"Kosakowski,Jakub",3.5,6.433333333,IM,"Salem,A.R.Saleh",5,8.166666667,GM,0,12.25,41.38777778,22.51666667,25,66.69444444,40.83333333
754,"Ganguly,SuryaShekhar",6.666666667,7.875,GM,"Madaminov,Mukhiddin",2.833333333,5.958333333,IM,0,44.44444444,62.015625,52.5,8.027777778,35.50173611,16.88194444
755,"Martirosyan,HaikM.",3.833333333,7.783333333,GM,"Pranesh,M",2.833333333,6.325,GM,1,14.69444444,60.58027778,29.83611111,8.027777778,40.005625,17.92083333
756,"Pranav,V",2.833333333,6.433333333,GM,"Guseinov,Gadir",6.166666667,7.758333333,GM,1,8.027777778,41.38777778,18.22777778,38.02777778,60.19173611,47.84305556
757,"Kuzubov,Yuriy",5.5,7.716666667,GM,"Suleymenov,Alisher",3.833333333,6.216666667,GM,1,30.25,59.54694444,42.44166667,14.69444444,38.64694444,23.83055556
758,"Bilguun,Sumiya",4.333333333,6.45,GM,"Niemann,HansMoke",3.333333333,7.55,GM,0,18.77777778,41.6025,27.95,11.11111111,57.0025,25.16666667
759,"HenriquezVillagra,Cristobal",4.5,7.416666667,GM,"Hirneise,Jens",5.166666667,6.133333333,FM,1,20.25,55.00694444,33.375,26.69444444,37.61777778,31.68888889
760,"Tabatabaei,M.Amin",3.666666667,7.3,GM,"Nasuta,Grzegorz",4.5,5.85,GM,1,13.44444444,53.29,26.76666667,20.25,34.2225,26.325
761,"Yakubboev,Nodirbek",3.5,7.2,GM,"Tsaruk,Maksim",3,5.533333333,FM,0,12.25,51.84,25.2,9,30.61777778,16.6
762,"Dreev,Aleksey",9,7.141666667,GM,"Sattarov,Bobir",4.666666667,5.275,IM,0.5,81,51.00340278,64.275,21.77777778,27.825625,24.61666667
763,"Galchenko,Matvey",3.833333333,5.966666667,IM,"Ter-Sahakyan,Samvel",5,7.016666667,GM,1,14.69444444,35.60111111,22.87222222,25,49.23361111,35.08333333
764,"Karthik,Venkataraman",4,6.05,GM,"Kobalia,Mikhail",7.5,6.991666667,GM,0,16,36.6025,24.2,56.25,48.88340278,52.4375
765,"Tsydypov,Zhamsaran",4.5,6.941666667,GM,"Suyarov,Mukhammadzokhid",2.333333333,5,FM,0.5,20.25,48.18673611,31.2375,5.444444444,25,11.66666667
766,"Song,Raymond",4.833333333,5.85,GM,"Zeng,Chongsheng",5,6.675,GM,0,23.36111111,34.2225,28.275,25,44.555625,33.375
767,"Uskov,Artem",2.166666667,5.633333333,IM,"Kezin,Roman",4.666666667,6.641666667,IM,0.5,4.694444444,31.73444444,12.20555556,21.77777778,44.11173611,30.99444444
768,"Smirnov,Anton",3.666666667,6.55,GM,"Isanzhulov,Arystan",3.333333333,4.991666667,IM,1,13.44444444,42.9025,24.01666667,11.11111111,24.91673611,16.63888889
769,"Vescovi,Giovanni",7.5,7.575,GM,"Abdurakhmonov,Mukhammadali",3.5,4.466666667,IM,0.5,56.25,57.380625,56.8125,12.25,19.95111111,15.63333333
770,"VasquezSchroeder,Rodrigo",9,7.35,GM,"Zvjaginsev,Vadim",7.833333333,6.408333333,GM,0.5,81,54.0225,66.15,61.36111111,41.06673611,50.19861111
771,"Aravindh,ChithambaramVr.",4,7.275,GM,"Grebnev,Aleksey",2.833333333,6.341666667,IM,0,16,52.925625,29.1,8.027777778,40.21673611,17.96805556
772,"Zhalmakhanov,Ramazan",3.5,5.791666667,IM,"Kovalev,Vladislav",4.833333333,6.933333333,GM,0,12.25,33.54340278,20.27083333,23.36111111,48.07111111,33.51111111
773,"Adhiban,B.",5.166666667,6.9,GM,"Averin,Nikolay",2.166666667,5.641666667,FM,0,26.69444444,47.61,35.65,4.694444444,31.82840278,12.22361111
774,"Khismatullin,Denis",6.5,6.725,GM,"Seemann,Jakub",2.5,5.25,IM,0,42.25,45.225625,43.7125,6.25,27.5625,13.125
775,"Ansat,Aldiyar",2.5,5.208333333,IM,"Vrolijk,Liam",3.5,6.65,GM,0,6.25,27.12673611,13.02083333,12.25,44.2225,23.275
776,"Sychev,Klementy",4.5,6.508333333,GM,"Markov,Mikhail",5.666666667,4.716666667,IM,1,20.25,42.35840278,29.2875,32.11111111,22.24694444,26.72777778
777,"Iljiushenok,Ilia",5,6.5,GM,"Begmuratov,Khumoyun",2.166666667,4.125,FM,1,25,42.25,32.5,4.694444444,17.015625,8.9375
778,"Haldorsen,Benjamin",4,5.008333333,IM,"Amar,Elham",3,6.458333333,IM,0.5,16,25.08340278,20.03333333,9,41.71006944,19.375
779,"Shogdzhiev,Roman",1.333333333,2.85,Untitled,"Zilka,Stepan",5.833333333,6.45,GM,0,1.777777778,8.1225,3.8,34.02777778,41.6025,37.625
780,"Terry,Renato",5.166666667,6.425,IM,"Kuandykuly,Danis",1.666666667,0.458333333,Untitled,0,26.69444444,41.280625,33.19583333,2.777777778,0.210069444,0.763888889
781,"Ruck,Robert",7.666666667,6.416666667,GM,"Akhmedov,David",2.166666667,3.325,Untitled,1,58.77777778,41.17361111,49.19444444,4.694444444,11.055625,7.204166667
782,"Jobava,Baadur",6.666666667,8.091666667,GM,"Sklokin,Sergey",1.666666667,2.05,Untitled,1,44.44444444,65.47506944,53.94444444,2.777777778,4.2025,3.416666667
783,"Rakhmanov,Aleksandr",5.666666667,7.641666667,GM,"Gharibyan,Mamikon",3.166666667,6.058333333,GM,0.5,32.11111111,58.39506944,43.30277778,10.02777778,36.70340278,19.18472222
784,"Xiu,Deshun",5.666666667,7.325,GM,"Gaehwiler,Gabriel",4.833333333,5.7,IM,1,32.11111111,53.655625,41.50833333,23.36111111,32.49,27.55
785,"Hong,Andrew",3.166666667,6.991666667,GM,"Agmanov,Zhandos",3.833333333,5.691666667,IM,1,10.02777778,48.88340278,22.14027778,14.69444444,32.39506944,21.81805556
786,"Demchenko,Anton",6,6.983333333,GM,"Amilal,Munkhdalai",2.833333333,5.333333333,FM,1,36,48.76694444,41.9,8.027777778,28.44444444,15.11111111
787,"Abdisalimov,Abdimalik",3.5,5.25,GM,"Urazayev,Arystanbek",4.166666667,6.95,IM,1,12.25,27.5625,18.375,17.36111111,48.3025,28.95833333
788,"Saydaliev,Saidakbar",3.666666667,5.133333333,IM,"Sanal,Vahap",4.166666667,6.883333333,GM,0,13.44444444,26.35111111,18.82222222,17.36111111,47.38027778,28.68055556
789,"Piorun,Kacper",5.333333333,6.808333333,GM,"O`gorman,Tom",3.5,4.991666667,FM,1,28.44444444,46.35340278,36.31111111,12.25,24.91673611,17.47083333
790,"Orozbaev,Eldiar",2.833333333,4.95,FM,"Ivic,Velimir",3.5,6.741666667,GM,0.5,8.027777778,24.5025,14.025,12.25,45.45006944,23.59583333
791,"Zverev,Lev",2.166666667,4.741666667,FM,"Riazantsev,Alexander",6.333333333,6.7,GM,0.5,4.694444444,22.48340278,10.27361111,40.11111111,44.89,42.43333333
792,"Chinguun,Sumiya",3,3.583333333,FM,"Christiansen,Johan-Sebastian",4.166666667,6.616666667,GM,0.5,9,12.84027778,10.75,17.36111111,43.78027778,27.56944444
793,"Khusenkhojaev,Mustafokhuja",4.166666667,4.208333333,FM,"Muradli,Mahammad",3.333333333,6.258333333,GM,1,17.36111111,17.71006944,17.53472222,11.11111111,39.16673611,20.86111111
794,"Mitrabha,Guha",3.666666667,6.133333333,GM,"Rakhmatullaev,Almas",2.833333333,4.591666667,IM,1,13.44444444,37.61777778,22.48888889,8.027777778,21.08340278,13.00972222
795,"Gorovets,Andrey",6,7.191666667,GM,"Mustafaev,Jamshid",5.333333333,5.108333333,Untitled,1,36,51.72006944,43.15,28.44444444,26.09506944,27.24444444
796,"Fayzullaev,Akmal",5.333333333,4.941666667,IM,"Jumabayev,Rinat",5.666666667,6.666666667,GM,1,28.44444444,24.42006944,26.35555556,32.11111111,44.44444444,37.77777778
797,"VanForeest,Lucas",3.666666667,6.533333333,GM,"Kakabayev,Mergen",4.333333333,4.641666667,FM,0.5,13.44444444,42.68444444,23.95555556,18.77777778,21.54506944,20.11388889
798,"Garayev,Kanan",3.5,4.833333333,IM,"Harutyunyan,TigranK.",4.333333333,6.158333333,GM,1,12.25,23.36111111,16.91666667,18.77777778,37.92506944,26.68611111
799,"Drazic,Sinisa",9.333333333,5.933333333,GM,"Wanyama,Harold",7,4.25,FM,0.5,87.11111111,35.20444444,55.37777778,49,18.0625,29.75
800,"Omonov,Asrorjon",2.333333333,2.541666667,FM,"Pingin,Artem",2.5,5.783333333,IM,0,5.444444444,6.460069444,5.930555556,6.25,33.44694444,14.45833333
801,"Tissir,Mohamed",7.833333333,5.483333333,IM,"Oro,Faustino",1.666666667,3.75,FM,0,61.36111111,30.06694444,42.95277778,2.777777778,14.0625,6.25
802,"Yonal,Timur",2.166666667,1.283333333,CM,"Leiva,Gianmarco",4.666666667,5.425,IM,0,4.694444444,1.646944444,2.780555556,21.77777778,29.430625,25.31666667
803,"Turayev,Shahruh",4.833333333,4.033333333,Untitled,"GallegoAlcaraz,AndresFelipe",5.666666667,5.991666667,GM,0,23.36111111,16.26777778,19.49444444,32.11111111,35.90006944,33.95277778
804,"RojasSalas,Steven",3.166666667,3.958333333,FM,"Ohanyan,Emin",2.833333333,5.016666667,IM,0,10.02777778,15.66840278,12.53472222,8.027777778,25.16694444,14.21388889
805,"Bakhrillaev,Bakhrom",2.5,4.133333333,FM,"Xie,Felix",2.5,3.866666667,FM,1,6.25,17.08444444,10.33333333,6.25,14.95111111,9.666666667
806,"Ilkhomi,Jaloliddin",2.666666667,2.408333333,FM,"Kasimov,Ali",3.333333333,3.45,FM,0.5,7.111111111,5.800069444,6.422222222,11.11111111,11.9025,11.5
807,"Tregubenko,Nikolay",2.166666667,0.958333333,Untitled,"Vakhidov,Daler",3.5,3.416666667,FM,0,4.694444444,0.918402778,2.076388889,12.25,11.67361111,11.95833333
808,"Nafri,Khalil",6,4.525,CM,"Bogdan,David",3.333333333,0.375,Untitled,0.5,36,20.475625,27.15,11.11111111,0.140625,1.25
809,"Carlsen,Magnus",5.5,9.316666667,GM,"Keymer,Vincent",3.166666667,7.758333333,GM,0.5,30.25,86.80027778,51.24166667,10.02777778,60.19173611,24.56805556
810,"Fedoseev,Vladimir",4.666666667,8.466666667,GM,"Yu,Yangyi",4.833333333,8.325,GM,0.5,21.77777778,71.68444444,39.51111111,23.36111111,69.305625,40.2375
